Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Movement,Price_Movement_Pct,Year,Month,Day,Day_of_Year,Day_of_Week,quarter,Close_lag1,Close_lag3,Close_lag5,Close_lag7,Close_lag14,Close_lag21,Close_lag28,Close_lag365,Month_Sin,Month_Cos,Dayofweek_Sin,Dayofweek_Cos,Price_Movement_Category,Price_Movement_Code
2020-01-02,XLK,43.92660590218919,44.34925079345703,43.8411269565921,44.34925079345703,26567000,0.0,0.0,0.0,0.42264489126784355,0.9621615023226276,2020,1,2,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,0.43388373911755823,-0.900968867902419,high,0
2020-01-03,XLK,43.70341935396682,44.1545597320539,43.698669516306126,43.85063171386719,30023600,0.0,0.0,0.0,0.1472123599003652,0.33684403206085334,2020,1,3,3,4,1,44.34925079345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,-0.433883739117558,-0.9009688679024191,high,0
2020-01-06,XLK,43.41373929204021,44.00259595665574,43.33301017002604,43.95510482788086,15630000,0.0,0.0,0.0,0.5413655358406473,1.2469912628325595,2020,1,6,6,0,1,43.85063171386719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,0.0,1.0,high,0
2020-01-07,XLK,44.03109008975901,44.15456050965949,43.86962821403305,43.93611145019531,15363600,0.0,0.0,0.0,-0.09497863956369912,-0.21570812662162495,2020,1,7,7,1,1,43.95510482788086,44.34925079345703,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,0.7818314824680298,0.6234898018587336,low,2
2020-01-08,XLK,43.98359743740525,44.60094221857679,43.90286469745205,44.40624237060547,23254400,0.0,0.0,0.0,0.42264493320021757,0.9609148815116813,2020,1,8,8,2,1,43.93611145019531,43.85063171386719,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,0.9749279121818236,-0.22252093395631434,high,0
2020-01-09,XLK,44.81463956152572,44.93810633881424,44.58669448572587,44.90961456298828,15554800,0.0,0.0,0.0,0.09497500146255788,0.21192851798387738,2020,1,9,9,3,1,44.40624237060547,43.95510482788086,44.34925079345703,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,0.43388373911755823,-0.900968867902419,high,0
2020-01-10,XLK,45.10432343799881,45.16605683405041,44.72916597799795,44.80514526367188,15330600,0.0,0.0,0.0,-0.2991781743269257,-0.6633026537648465,2020,1,10,10,4,1,44.90961456298828,43.93611145019531,43.85063171386719,0.0,0.0,0.0,0.0,0.0,0.5,0.866025,-0.433883739117558,-0.9009688679024191,low,2
2020-01-13,XLK,45.00933592652784,45.41773492280201,44.98559398952721,45.36549758911133,15524400,0.0,0.0,0.0,0.3561616625834887,0.7913061929304587,2020,1,13,13,0,1,44.80514526367188,44.40624237060547,43.95510482788086,44.34925079345703,0.0,0.0,0.0,0.0,0.5,0.866025,0.0,1.0,high,0
2020-01-14,XLK,45.42248861932846,45.465226283399616,45.08057281450287,45.15180587768555,16134600,0.0,0.0,0.0,-0.27068274164291495,-0.5959223060440866,2020,1,14,14,1,1,45.36549758911133,44.90961456298828,43.93611145019531,43.85063171386719,0.0,0.0,0.0,0.0,0.5,0.866025,0.7818314824680298,0.6234898018587336,low,2
2020-01-15,XLK,45.18030259206057,45.42249358412817,45.0520859627686,45.20404815673828,14417000,0.0,0.0,0.0,0.023745564677710718,0.05255733874142639,2020,1,15,15,2,1,45.15180587768555,44.80514526367188,44.40624237060547,43.95510482788086,0.0,0.0,0.0,0.0,0.5,0.866025,0.9749279121818236,-0.22252093395631434,high,0
2020-01-16,XLK,45.49371942150699,45.82138569896,45.43198241238704,45.8118896484375,11543200,0.0,0.0,0.0,0.318170226930512,0.6993717615889155,2020,1,16,16,3,1,45.20404815673828,45.36549758911133,44.90961456298828,43.93611145019531,0.0,0.0,0.0,0.0,0.5,0.866025,0.43388373911755823,-0.900968867902419,high,0
2020-01-17,XLK,46.025577273507,46.163293532268426,45.77864014876936,46.12055587768555,21661000,0.0,0.0,0.0,0.09497860417855009,0.20636048433274332,2020,1,17,17,4,1,45.8118896484375,45.15180587768555,44.80514526367188,44.40624237060547,0.0,0.0,0.0,0.0,0.5,0.866025,-0.433883739117558,-0.9009688679024191,high,0
2020-01-21,XLK,45.97810353326599,46.36750686919566,45.96860748153987,46.1015739440918,17975000,0.0,0.0,0.0,0.12347041082581,0.26854176518280476,2020,1,21,21,1,1,46.12055587768555,45.20404815673828,45.36549758911133,44.90961456298828,0.0,0.0,0.0,0.0,0.5,0.866025,0.7818314824680298,0.6234898018587336,high,0
2020-01-22,XLK,46.39125071019536,46.59070039661594,46.2297888523328,46.26778030395508,15491600,0.0,0.0,0.0,-0.12347040624027983,-0.26615019933736095,2020,1,22,22,2,1,46.1015739440918,45.8118896484375,45.15180587768555,44.80514526367188,0.0,0.0,0.0,0.0,0.5,0.866025,0.9749279121818236,-0.22252093395631434,low,2
2020-01-23,XLK,46.31527102176862,46.524220397130414,46.11582132150391,46.48622894287109,14956400,0.0,0.0,0.0,0.17095792110246322,0.3691178251383034,2020,1,23,23,3,1,46.26778030395508,46.12055587768555,45.20404815673828,45.36549758911133,44.34925079345703,0.0,0.0,0.0,0.5,0.866025,0.43388373911755823,-0.900968867902419,high,0
2020-01-24,XLK,46.828141534658805,46.93261621508795,46.10631844609252,46.26778030395508,23617400,0.0,0.0,0.0,-0.5603612307037267,-1.1966335035717524,2020,1,24,24,4,1,46.48622894287109,46.1015739440918,45.8118896484375,45.15180587768555,43.85063171386719,0.0,0.0,0.0,0.5,0.866025,-0.433883739117558,-0.9009688679024191,low,2
2020-01-27,XLK,45.189806968515285,45.5222231701995,44.97610773337698,45.16606140136719,35574600,0.0,0.0,0.0,-0.02374556714809728,-0.052546290283207744,2020,1,27,27,0,1,46.26778030395508,46.26778030395508,46.12055587768555,45.20404815673828,43.95510482788086,0.0,0.0,0.0,0.5,0.866025,0.0,1.0,low,2
2020-01-28,XLK,45.56021340893127,46.153816341096565,45.46523476594596,46.03034591674805,31184400,0.0,0.0,0.0,0.4701325078167784,1.0318926814434484,2020,1,28,28,1,1,45.16606140136719,46.48622894287109,46.1015739440918,45.8118896484375,43.93611145019531,0.0,0.0,0.0,0.5,0.866025,0.7818314824680298,0.6234898018587336,high,0
2020-01-29,XLK,46.41023832166689,46.47672153884986,45.96384790081239,46.149051666259766,21126600,0.0,0.0,0.0,-0.2611866554071227,-0.5627780956366824,2020,1,29,29,2,1,46.03034591674805,46.26778030395508,46.26778030395508,46.12055587768555,44.40624237060547,0.0,0.0,0.0,0.5,0.866025,0.9749279121818236,-0.22252093395631434,low,2
2020-01-30,XLK,46.130059501508605,46.59069584399081,45.84988072506663,46.54795455932617,19933600,0.0,0.0,0.0,0.4178950578175673,0.9059061755684507,2020,1,30,30,3,1,46.149051666259766,45.16606140136719,46.48622894287109,46.1015739440918,44.90961456298828,0.0,0.0,0.0,0.5,0.866025,0.43388373911755823,-0.900968867902419,high,0
2020-01-31,XLK,46.27727496222031,46.301020524535474,45.10906503298435,45.27052688598633,26964600,0.0,0.0,0.0,-1.0067480762339827,-2.175469659905144,2020,1,31,31,4,1,46.54795455932617,46.03034591674805,46.26778030395508,46.26778030395508,44.80514526367188,0.0,0.0,0.0,0.5,0.866025,-0.433883739117558,-0.9009688679024191,low,2
