Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,31.8700008392334,32.119998931884766,31.43000030517578,32.11000061035156,452300,0.0,0.0
2020-01-03,31.639999389648438,32.11000061035156,30.850000381469727,32.060001373291016,440100,0.0,0.0
2020-01-06,31.670000076293945,32.209999084472656,31.31999969482422,32.04999923706055,270600,0.0,0.0
2020-01-07,32.18000030517578,32.22999954223633,31.420000076293945,31.719999313354492,285100,0.0,0.0
2020-01-08,32.06999969482422,33.04999923706055,31.799999237060547,32.04999923706055,335200,0.0,0.0
2020-01-09,32.22999954223633,33.029998779296875,32.22999954223633,32.84000015258789,368200,0.0,0.0
2020-01-10,32.70000076293945,33.65999984741211,32.38999938964844,33.4900016784668,429600,0.0,0.0
2020-01-13,33.27000045776367,34.790000915527344,33.27000045776367,34.77000045776367,535600,0.0,0.0
2020-01-14,34.88999938964844,36.41999816894531,34.720001220703125,36.15999984741211,501300,0.0,0.0
2020-01-15,36.0,36.91999816894531,35.59000015258789,35.849998474121094,812400,0.0,0.0
2020-01-16,36.29999923706055,36.52000045776367,35.130001068115234,35.470001220703125,460100,0.0,0.0
2020-01-17,35.58000183105469,35.79999923706055,34.599998474121094,34.88999938964844,365900,0.0,0.0
2020-01-21,34.77000045776367,35.040000915527344,34.130001068115234,34.70000076293945,538000,0.0,0.0
2020-01-22,34.970001220703125,35.349998474121094,34.0,34.02000045776367,498200,0.0,0.0
2020-01-23,34.08000183105469,36.2400016784668,34.02000045776367,36.04999923706055,613700,0.0,0.0
2020-01-24,36.279998779296875,36.56999969482422,35.099998474121094,35.970001220703125,546900,0.0,0.0
2020-01-27,35.45000076293945,36.70000076293945,35.369998931884766,35.91999816894531,631800,0.0,0.0
2020-01-28,36.36000061035156,37.029998779296875,35.849998474121094,36.189998626708984,646300,0.0,0.0
2020-01-29,34.0,34.0,30.760000228881836,30.84000015258789,1804700,0.0,0.0
2020-01-30,30.030000686645508,30.81999969482422,29.459999084472656,29.510000228881836,1079700,0.0,0.0
2020-01-31,29.34000015258789,29.700000762939453,28.34000015258789,28.75,831400,0.0,0.0
2020-02-03,28.799999237060547,29.510000228881836,28.389999389648438,28.899999618530273,390500,0.0,0.0
2020-02-04,29.40999984741211,29.440000534057617,28.040000915527344,28.31999969482422,655000,0.0,0.0
2020-02-05,28.579999923706055,29.190000534057617,28.049999237060547,29.09000015258789,422000,0.0,0.0
2020-02-06,29.329999923706055,29.3700008392334,28.75,29.059999465942383,343100,0.0,0.0
2020-02-07,28.8799991607666,29.56999969482422,28.850000381469727,29.5,380700,0.0,0.0
2020-02-10,29.3799991607666,29.549999237060547,28.940000534057617,28.989999771118164,479500,0.0,0.0
2020-02-11,29.18000030517578,29.270000457763672,28.530000686645508,28.6200008392334,716400,0.0,0.0
2020-02-12,28.700000762939453,28.90999984741211,28.0,28.200000762939453,725600,0.0,0.0
2020-02-13,28.25,29.219999313354492,28.139999389648438,28.440000534057617,333200,0.0,0.0
2020-02-14,28.479999542236328,28.56999969482422,27.43000030517578,28.09000015258789,432200,0.0,0.0
2020-02-18,28.1299991607666,29.15999984741211,28.010000228881836,28.989999771118164,549400,0.0,0.0
2020-02-19,29.18000030517578,29.459999084472656,28.389999389648438,28.440000534057617,403600,0.0,0.0
2020-02-20,28.450000762939453,29.139999389648438,28.1200008392334,29.049999237060547,379300,0.0,0.0
2020-02-21,28.8799991607666,29.309999465942383,28.6200008392334,29.040000915527344,244300,0.0,0.0
2020-02-24,28.239999771118164,28.84000015258789,27.75,28.09000015258789,376200,0.0,0.0
2020-02-25,28.139999389648438,28.270000457763672,25.93000030517578,26.139999389648438,712100,0.0,0.0
2020-02-26,26.239999771118164,27.450000762939453,26.079999923706055,26.6200008392334,782000,0.0,0.0
2020-02-27,26.040000915527344,26.6200008392334,25.200000762939453,25.440000534057617,394200,0.0,0.0
2020-02-28,24.440000534057617,26.010000228881836,24.18000030517578,25.479999542236328,697300,0.0,0.0
2020-03-02,25.770000457763672,25.940000534057617,24.639999389648438,25.510000228881836,512200,0.0,0.0
2020-03-03,25.649999618530273,26.25,25.0,25.530000686645508,650700,0.0,0.0
2020-03-04,26.059999465942383,27.25,25.899999618530273,27.219999313354492,668200,0.0,0.0
2020-03-05,26.68000030517578,26.790000915527344,25.649999618530273,26.18000030517578,444900,0.0,0.0
2020-03-06,25.309999465942383,26.780000686645508,24.950000762939453,26.65999984741211,656400,0.0,0.0
2020-03-09,24.979999542236328,25.0,21.1200008392334,21.549999237060547,834800,0.0,0.0
2020-03-10,22.010000228881836,22.530000686645508,20.889999389648438,22.049999237060547,522600,0.0,0.0
2020-03-11,21.360000610351562,22.010000228881836,20.020000457763672,20.579999923706055,609700,0.0,0.0
2020-03-12,19.010000228881836,19.770000457763672,18.079999923706055,18.299999237060547,548200,0.0,0.0
2020-03-13,19.440000534057617,19.440000534057617,17.200000762939453,18.670000076293945,731800,0.0,0.0
2020-03-16,18.170000076293945,18.170000076293945,15.699999809265137,16.1200008392334,698800,0.0,0.0
2020-03-17,16.350000381469727,17.5,15.020000457763672,15.479999542236328,935500,0.0,0.0
2020-03-18,14.869999885559082,14.869999885559082,10.819999694824219,13.630000114440918,1809300,0.0,0.0
2020-03-19,13.569999694824219,15.770000457763672,13.029999732971191,15.220000267028809,997600,0.0,0.0
2020-03-20,15.520000457763672,15.710000038146973,13.34000015258789,14.359999656677246,1010500,0.0,0.0
2020-03-23,14.300000190734863,14.300000190734863,13.300000190734863,13.869999885559082,782300,0.0,0.0
2020-03-24,14.369999885559082,15.579999923706055,14.279999732971191,14.75,778200,0.0,0.0
2020-03-25,15.0,16.610000610351562,15.0,15.84000015258789,818800,0.0,0.0
2020-03-26,15.960000038146973,17.18000030517578,15.869999885559082,16.739999771118164,1022100,0.0,0.0
2020-03-27,16.170000076293945,16.56999969482422,15.3100004196167,15.420000076293945,640200,0.0,0.0
2020-03-30,15.510000228881836,16.399999618530273,14.9399995803833,16.18000030517578,542600,0.0,0.0
2020-03-31,16.020000457763672,16.780000686645508,15.59000015258789,15.680000305175781,539400,0.0,0.0
2020-04-01,14.859999656677246,15.180000305175781,12.970000267028809,12.989999771118164,908200,0.0,0.0
2020-04-02,13.050000190734863,14.220000267028809,12.100000381469727,12.539999961853027,1473300,0.0,0.0
2020-04-03,12.300000190734863,12.6899995803833,11.739999771118164,12.210000038146973,657600,0.0,0.0
2020-04-06,12.829999923706055,14.979999542236328,12.829999923706055,14.390000343322754,625200,0.0,0.0
2020-04-07,14.430000305175781,15.600000381469727,14.039999961853027,14.489999771118164,943900,0.0,0.0
2020-04-08,14.739999771118164,16.610000610351562,14.489999771118164,16.209999084472656,709800,0.0,0.0
2020-04-09,17.100000381469727,18.110000610351562,16.399999618530273,16.950000762939453,575500,0.0,0.0
2020-04-13,16.739999771118164,17.110000610351562,15.699999809265137,16.479999542236328,711100,0.0,0.0
2020-04-14,16.770000457763672,17.149999618530273,16.469999313354492,17.0,598900,0.0,0.0
2020-04-15,16.229999542236328,16.229999542236328,15.300000190734863,15.569999694824219,432800,0.0,0.0
2020-04-16,15.579999923706055,16.040000915527344,14.970000267028809,15.850000381469727,775700,0.0,0.0
