Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02,154.5960969893265,154.60536358220924,152.26889475598708,153.7060089111328,18297500,0.0,0.0,0.0
2020-01-03,151.81461431544898,153.3629844108471,151.77751964332933,153.10337829589844,19295600,0.0,0.0,0.0
2020-01-06,151.91658954891912,153.48349268960249,151.62915538243215,153.30734252929688,17150900,0.0,0.0,0.0
2020-01-07,152.84373979662954,153.2980433277964,152.25035249569123,152.79737854003906,11817900,0.0,0.0,0.0
2020-01-08,152.8159752526948,153.93784162836764,152.72325270955173,153.27027893066406,13832400,0.0,0.0,0.0
2020-01-09,154.02121601187315,154.3271832933514,153.22385059126944,153.4556427001953,11895400,0.0,0.0,0.0
2020-01-10,153.4927635246892,153.6225665619153,152.24108026413967,152.88082885742188,15353000,0.0,0.0,0.0
2020-01-13,152.92717843244938,153.94705531916955,152.12054634470732,153.87289428710938,17271100,0.0,0.0,0.0
2020-01-14,153.11263326934912,155.38419367648052,152.96428288707438,154.43849182128906,18323000,0.0,0.0,0.0
2020-01-15,154.0490746062373,155.71798110396762,154.03980801228136,155.1802215576172,15437200,0.0,0.0,0.0
2020-01-16,156.31136627107364,157.49814106414144,156.1630158850723,157.1829071044922,19976200,0.0,0.0,0.0
2020-01-17,157.8782901907557,158.13789630332204,156.3855479697634,156.7564239501953,18306400,0.0,0.0,0.0
2020-01-21,156.09810736759488,156.68222811767126,155.08749698053438,155.45835876464844,17935100,0.0,0.0,0.0
2020-01-22,155.94048976624975,156.3391654751736,155.00404042185352,155.3563690185547,14916300,0.0,0.0,0.0
2020-01-23,154.92986352397986,155.73649559967762,153.40002699553912,155.25436401367188,15954300,0.0,0.0,0.0
2020-01-24,155.77361420607224,155.77361420607224,152.2689175166044,153.3444366455078,20491400,0.0,0.0,0.0
2020-01-27,150.98941309050664,152.5099690378881,150.59072323338893,151.60133361816406,18539000,0.0,0.0,0.0
2020-01-28,152.51927200756694,153.35371829269187,151.58283658559574,152.86231994628906,16690400,0.0,0.0,0.0
2020-01-29,153.075522231338,153.50201181101667,151.96290873355218,151.99072265625,14944400,0.0,0.0,0.0
2020-01-30,150.98011240498062,152.18543426260302,150.1363856898981,151.99072265625,21889700,0.0,0.0,0.0
2020-01-31,151.4252183521455,151.98151115521674,148.3748250141987,148.83840942382812,30439000,0.0,0.0,0.0
2020-02-03,149.83045382291368,151.0635756309246,149.72846470937853,150.49801635742188,17373200,0.0,0.0,0.0
2020-02-04,152.3430428051642,153.2702112372058,152.20397319934497,152.76954650878906,15994200,0.0,0.0,0.0
2020-02-05,154.35503631840967,155.32856625202265,153.6225792935315,155.1245880126953,17807000,0.0,0.0,0.0
2020-02-06,155.66235074019798,155.90340950641843,154.6146455936975,154.7722625732422,14768900,0.0,0.0,0.0
2020-02-07,154.17886377611993,154.243772370382,152.42651564815918,152.87156677246094,18029600,0.0,0.0,0.0
2020-02-10,152.57486491564256,153.80800087043906,152.48215654268867,153.73382568359375,11428800,0.0,0.0,0.0
2020-02-11,154.64246347344883,155.72726331783434,154.16034592869062,154.8000946044922,15005600,0.0,0.0,0.0
2020-02-12,155.7829064696029,156.03323186059896,155.09679646128725,155.86634826660156,12123000,0.0,0.0,0.0
2020-02-13,155.0411256090222,156.6451232345362,154.93913650292194,156.27426147460938,12649300,0.0,0.0,0.0
2020-02-14,156.41336870503804,156.4875439043516,155.15241861165268,155.671630859375,16006200,0.0,0.0,0.0
2020-02-18,155.3007185583914,155.81993063743946,154.308641505771,155.33779907226562,13412100,0.0,0.0,0.0
2020-02-19,155.9219785216927,156.8213334075062,155.32859104370505,156.13522338867188,11084600,0.0,0.0,0.0
2020-02-20,155.67163858244245,156.79351907494322,154.45704969680486,156.51536560058594,20383800,0.0,0.0,0.0
2020-02-21,155.9034169758487,156.34846815438502,154.21597723651635,154.92990112304688,18729900,0.0,0.0,0.0
2020-02-24,150.07149322507237,154.89276657145723,149.36685026168647,150.26620483398438,28239500,0.0,0.0,0.0
2020-02-25,150.683475120609,150.90598657495283,144.60125014567944,144.92575073242188,45047000,0.0,0.0,0.0
2020-02-26,145.6118104952722,146.94693535064502,142.98792203734584,143.24752807617188,39465000,0.0,0.0,0.0
2020-02-27,140.3270211274264,143.72044860867535,137.9812849012122,138.20379638671875,50530300,0.0,0.0,0.0
2020-02-28,134.30040160751105,138.26868279990845,133.42886070262023,135.672607421875,72036400,0.0,0.0,0.0
2020-03-02,137.19312481699865,140.2156890502177,134.8010283763963,140.03025817871094,33569300,0.0,0.0,0.0
2020-03-03,140.0859466403474,142.9694425044869,135.6540804005732,137.1746368408203,42941300,0.0,0.0,0.0
2020-03-04,139.3349060509241,141.3468603592597,137.70309429119501,141.07798767089844,36195800,0.0,0.0,0.0
2020-03-05,137.99977070162294,141.37466383172747,134.89376438746453,136.59048461914062,32729400,0.0,0.0,0.0
2020-03-06,132.31624504946163,135.34807636672562,130.72151383022603,133.88314819335938,39688300,0.0,0.0,0.0
2020-03-09,124.3611450660688,126.25256303188651,120.7729924957733,120.86571502685547,56320000,0.0,0.0,0.0
2020-03-10,124.8989177702179,124.98235956849275,118.69615611059919,124.63929748535156,54432700,0.0,0.0,0.0
2020-03-11,121.38491339619547,122.63659668562016,115.12652524401268,116.71198272705078,51354800,0.0,0.0,0.0
