Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02,66.9817196650366,67.13753205434371,66.68842287638621,67.12836456298828,1246500,0.0,0.0,0.0
2020-01-03,66.47761366455599,66.94505783319018,66.38595972768091,66.7159194946289,2069300,0.0,0.0,0.0
2020-01-06,66.4409544143606,66.9725570678711,66.24847903831318,66.9725570678711,2158400,0.0,0.0,0.0
2020-01-07,66.83508285887153,66.92673681487081,66.67010294097338,66.76175689697266,1163500,0.0,0.0,0.0
2020-01-08,66.8075751573961,67.37584076909746,66.79840766564762,67.064208984375,1046300,0.0,0.0,0.0
2020-01-09,67.48581626688872,67.5591422083931,67.31167589674916,67.53164672851562,868900,0.0,0.0,0.0
2020-01-10,67.68747543911984,67.68747543911984,67.22919868327915,67.33918762207031,1151300,0.0,0.0,0.0
2020-01-13,67.5041588824494,67.824951171875,67.37584196667916,67.824951171875,1023100,0.0,0.0,0.0
2020-01-14,67.80662520735916,68.01742857839028,67.63247781957442,67.7332992553711,1399100,0.0,0.0,0.0
2020-01-15,67.75162623542086,68.11824899713963,67.71496325997421,67.92577362060547,6333200,0.0,0.0,0.0
2020-01-16,68.23740687547942,68.53987121582031,68.18241590187141,68.53987121582031,1552200,0.0,0.0,0.0
2020-01-17,68.69565037244041,68.73231333467564,68.52151004275437,68.67732238769531,1267300,0.0,0.0,0.0
2020-01-21,68.4940438457876,68.70484722781292,68.42071788997531,68.50320434570312,1667900,0.0,0.0,0.0
2020-01-22,68.7048519821859,68.87899939110407,68.494048585573,68.56736755371094,1205700,0.0,0.0,0.0
2020-01-23,68.42985898301782,68.65899726197074,68.09989930190599,68.61316680908203,1246500,0.0,0.0,0.0
2020-01-24,68.78733692671315,68.80566491829316,67.67830113556246,67.9532699584961,1177900,0.0,0.0,0.0
2020-01-27,66.82591673897457,67.25669099522334,66.66093683494917,66.96339416503906,1361500,0.0,0.0,0.0
2020-01-28,67.25668050467885,67.81577859262765,67.15585907945878,67.6141357421875,1324200,0.0,0.0,0.0
