Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02,51.29154274287818,51.5785026550293,51.15269037512322,51.5785026550293,145100,0.0,0.0,0.0
2020-01-03,50.80093690167215,51.26377341691401,50.63431547369209,51.106407165527344,188600,0.0,0.0,0.0
2020-01-06,50.662082239403915,51.1434326171875,50.662082239403915,51.1434326171875,25700,0.0,0.0,0.0
2020-01-07,51.226740603180254,51.43038977980236,51.0601191916098,51.36559295654297,34900,0.0,0.0,0.0
2020-01-08,51.26376008382598,51.91173174286742,51.26376008382598,51.67105484008789,41600,0.0,0.0,0.0
2020-01-09,52.03207281871526,52.12464222733623,51.84693753263519,52.05058670043945,26800,0.0,0.0,0.0
2020-01-10,52.15240747911945,52.18017653409867,51.837678575095616,51.93024444580078,16600,0.0,0.0,0.0
2020-01-13,52.13390342424917,52.3930907360011,52.050592712448584,52.37458038330078,33700,0.0,0.0,0.0
2020-01-14,52.40233612060547,52.596726554997076,52.19868698105537,52.40233612060547,24200,0.0,0.0,0.0
2020-01-15,52.411597793434275,52.53193625728641,52.1616656905853,52.30051803588867,20500,0.0,0.0,0.0
2020-01-16,52.5967292482619,52.837406158447266,52.51341855337644,52.837406158447266,50500,0.0,0.0,0.0
2020-01-17,53.031785197178856,53.031785197178856,52.68928378566663,52.8929328918457,19300,0.0,0.0,0.0
2020-01-21,52.689300100864784,52.82815244919345,52.56896516555264,52.69855880737305,26100,0.0,0.0,0.0
2020-01-22,52.97625496248199,53.2354422216094,52.828147452814676,52.837406158447266,23500,0.0,0.0,0.0
2020-01-23,52.837418053587456,53.0318085416956,52.59674108921916,53.00403594970703,27500,0.0,0.0,0.0
2020-01-24,53.19841526848889,53.226184321641576,52.1246349955944,52.40233612060547,48200,0.0,0.0,0.0
2020-01-27,51.28228037800297,51.65254742151188,50.995320506075,51.39336013793945,46800,0.0,0.0,0.0
2020-01-28,51.74511604635251,52.18017990415936,51.68031922644166,52.059844970703125,30000,0.0,0.0,0.0
2020-01-29,52.18018222118668,52.18018222118668,51.68957669688757,51.72660446166992,88800,0.0,0.0,0.0
2020-01-30,51.291529544881584,51.91173215512825,51.18970497221709,51.90247344970703,38800,0.0,0.0,0.0
2020-01-31,51.819159479594816,51.819159479594816,50.73612407046325,50.88423156738281,129600,0.0,0.0,0.0
2020-02-03,51.115652578716066,51.80990717101158,51.115652578716066,51.67105484008789,108300,0.0,0.0,0.0
2020-02-04,52.56895196953777,53.16138191552432,52.48564128768585,53.02252960205078,44700,0.0,0.0,0.0
2020-02-05,53.58720818586323,53.614977245259546,52.99477804432745,53.2261962890625,32300,0.0,0.0,0.0
2020-02-06,53.448356689887724,53.57795033548484,53.281735279502286,53.5038948059082,26300,0.0,0.0,0.0
2020-02-07,53.15214537838664,53.161404086432086,52.91147193664238,52.97626876831055,48800,0.0,0.0,0.0
2020-02-10,52.624493561818866,53.383544921875,52.624493561818866,53.383544921875,53500,0.0,0.0,0.0
2020-02-11,53.698273419611446,53.98523323662728,53.65199048942469,53.809356689453125,67500,0.0,0.0,0.0
2020-02-12,54.11483006628859,54.42030377974665,54.10557489216627,54.41104507446289,68800,0.0,0.0,0.0
2020-02-13,54.0407780098001,54.52212828024997,54.01300542514626,54.355506896972656,26000,0.0,0.0,0.0
2020-02-14,54.41105420518906,54.59618949915594,54.309229616949175,54.448081970214844,25800,0.0,0.0,0.0
2020-02-18,54.28145065316379,54.57766565699093,54.24442289489505,54.48509979248047,33500,0.0,0.0,0.0
2020-02-19,54.83686105441993,55.197872900056545,54.83686105441993,55.06827926635742,33600,0.0,0.0,0.0
2020-02-20,54.93869136489271,55.049774667789244,53.911197296816844,54.62396240234375,69900,0.0,0.0,0.0
2020-02-21,54.37402111607257,54.37402111607257,53.577941953476405,53.75381851196289,29700,0.0,0.0,0.0
2020-02-24,51.85618857462548,52.374566592799944,51.63402555793318,51.87470245361328,36000,0.0,0.0,0.0
2020-02-25,52.28200446269266,52.45788104077366,50.273295984074615,50.33809280395508,88000,0.0,0.0,0.0
2020-02-26,50.56950452089903,51.31929720624333,50.16220624129335,50.31957244873047,60100,0.0,0.0,0.0
2020-02-27,49.218027856493585,50.02336584579429,48.347896575927734,48.347896575927734,112800,0.0,0.0,0.0
2020-02-28,46.48729078384942,48.24606704711914,46.311410685709305,48.24606704711914,138600,0.0,0.0,0.0
2020-03-02,48.394183528632084,50.00485610961914,47.875808906234354,50.00485610961914,59300,0.0,0.0,0.0
2020-03-03,50.097407610493725,50.53247492748737,48.25532083863795,48.80146789550781,246600,0.0,0.0,0.0
2020-03-04,49.38464621255167,50.717617405579055,49.1902557572891,50.6528205871582,42100,0.0,0.0,0.0
2020-03-05,49.356892793258766,50.20851393984778,48.88480103360522,49.33837890625,33300,0.0,0.0,0.0
2020-03-06,47.49627620100971,48.55154270715932,47.13526081576116,48.3941764831543,55100,0.0,0.0,0.0
2020-03-09,45.13580893840201,46.76499521581408,44.43229908985715,44.987701416015625,100100,0.0,0.0,0.0
2020-03-10,46.72796596013073,47.0889778137207,44.87662022384427,47.0889778137207,52300,0.0,0.0,0.0
2020-03-11,46.10776282841475,46.28363938686672,44.50634932936853,45.19134521484375,65800,0.0,0.0,0.0
2020-03-12,42.70128329857842,42.96047052860595,40.81291011396337,41.081356048583984,235800,0.0,0.0,0.0
2020-03-13,43.154876878430684,44.413792799472716,40.988801786323066,44.04352569580078,564600,0.0,0.0,0.0
2020-03-16,40.016838802574576,42.488387266913335,38.507990995924395,38.87826156616211,190700,0.0,0.0,0.0
2020-03-17,39.81318784925456,41.877441418630205,39.155960971178715,41.34054946899414,55900,0.0,0.0,0.0
2020-03-18,38.96156534912277,40.21122212222808,37.14724764570012,38.62832260131836,88200,0.0,0.0,0.0
2020-03-19,38.480222728523025,40.553731608302975,37.86927874690998,39.51697540283203,182200,0.0,0.0,0.0
2020-03-20,40.544475693866296,41.02582606573478,38.05441665649414,38.05441665649414,108000,0.0,0.0,0.0
2020-03-23,38.09143944849201,38.8782599638675,37.23056340965629,38.07292556762695,56800,0.0,0.0,0.0
2020-03-24,39.85950804942371,41.584867770021546,39.85950804942371,41.44572448730469,58200,0.086,0.0,0.0
2020-03-25,41.6127004442152,43.282402362015276,40.94481826167072,41.58487319946289,77500,0.0,0.0,0.0
2020-03-26,41.88170061721996,43.95955037897103,41.88170061721996,43.82968521118164,115000,0.0,0.0,0.0
2020-03-27,42.382605530291634,43.12469821544791,42.09504797642575,42.12287521362305,74300,0.0,0.0,0.0
2020-03-30,42.493922549919844,43.59777996013519,42.336226612140365,43.50502014160156,37900,0.0,0.0,0.0
2020-03-31,43.51430566522415,43.95028470694722,42.846423480211975,43.12471008300781,26200,0.0,0.0,0.0
2020-04-01,41.770396892106746,42.234203221492116,40.7871297384891,41.121070861816406,152100,0.0,0.0,0.0
2020-04-02,40.675802281514876,42.02084096780307,40.675802281514876,41.816768646240234,72400,0.0,0.0,0.0
2020-04-03,41.65906339450251,41.98372624622661,40.889147115316916,41.213809967041016,68000,0.0,0.0,0.0
