Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02,115.25837684719512,115.88190076112417,115.15726972594767,115.4437484741211,11034100,0.0,0.0,0.0
2020-01-03,116.5054293823673,117.25533722815514,116.17681836807733,117.22162628173828,12366000,0.0,0.0,0.0
2020-01-06,117.70188159066808,117.71873705968773,116.40428047222696,116.55595397949219,11369800,0.0,0.0,0.0
2020-01-07,116.46328622326277,116.6739346192885,115.97458040164814,115.98300170898438,8381200,0.0,0.0,0.0
2020-01-08,116.21894617847808,116.53913590782112,114.86238262553711,115.21627044677734,10621700,0.0,0.0,0.0
2020-01-09,114.59267885042006,115.80601515418394,114.5168485456729,115.62064361572266,7411500,0.0,0.0,0.0
2020-01-10,115.99985050070097,116.67392790055776,115.9661524163388,116.64865112304688,8776000,0.0,0.0,0.0
2020-01-13,116.1768295653825,116.3537670517681,115.76395400221578,116.29479217529297,5966900,0.0,0.0,0.0
2020-01-14,116.42947753537332,116.96874931915035,116.39577947736075,116.89290618896484,13920300,0.0,0.0,0.0
2020-01-15,117.55860822214157,117.7608223640286,117.13731161727418,117.66813659667969,6290500,0.0,0.0,0.0
2020-01-16,117.3395665941728,117.56707043992073,116.90142722964055,117.29744720458984,6798600,0.0,0.0,0.0
2020-01-17,115.9240488707286,116.39589931037045,115.73867721844641,116.29479217529297,9693100,0.0,0.0,0.0
2020-01-21,116.96044080442724,117.66821649552844,116.92674271021512,117.51655578613281,6794900,0.0,0.0,0.0
2020-01-22,117.72719335372203,118.08108116657375,117.61765205797283,117.9294204711914,6317000,0.0,0.0,0.0
2020-01-23,118.67930425022918,119.12587779410391,118.62031653158759,118.75513458251953,9747400,0.0,0.0,0.0
2020-01-24,119.1595530139405,120.11168763763528,119.05844592362052,119.71566772460938,8585000,0.0,0.0,0.0
2020-01-27,121.29123453797904,121.57771301269531,120.91207033827264,121.57771301269531,10935200,0.0,0.0,0.0
2020-01-28,121.27445136199094,121.40926937995565,120.3391851118646,120.62566375732422,10612900,0.0,0.0,0.0
2020-01-29,120.8615973732471,121.92326041135193,120.85316321093408,121.8052978515625,9566800,0.0,0.0,0.0
